source,summary,model
"looking after elderly parents can be difficult at the best of times .
but this man takes caring for his alzheimer 's - suffering mother to another level .
a security guard from china has touched hearts across the country because he takes his 84-year-old mother with him to work on the back of his motorbike every single day , reported the people 's daily online .
lu xincai , who lives in zhejiang province in eastern china , says that he is scared his mother will get lost if he leaves her at home by herself because she suffers from the degenerative disease .
devoted : lu xincai takes his 84-year-old mother to work with him on the back of his motorbike every day .
he ties a sash around both of their waists to make sure she does n't fall off
she would often go up to the mountains to collect firewood and there were a few occasions when she got lost after dark .
when mr lu 's father passed away earlier this year , he decided to take his mother with him to work because there was no one else who could look after her .
his wife works in a different city and his son is still in school .
after helping his mother to get up at 5 am every morning , he puts her on the back seat of his motorbike and ties a sash around both of their waists to ensure that she does not fall off .
mr lu said that he rides the four kilometres to work slowly to make sure his mother feels safe and so that they can chat along the way .
the whole journey takes an hour .
even when at work he checks up on his mother , who has been given her own room by his employers , a bank , to make sure that she has not wandered off somewhere .
he said that his mother devoted her life to caring for her children , and now he feels like he has a duty to care for her in return .
vulnerable : his elderly mother suffers from alzheimer 's and used to get lost when she was left alone
he said : ` i was an apple in my mum 's eye , and now she 's my apple . '
` our mother carried us on her back to the fields when she went to work on the farm and collect firewood when we were young . '
he added : ` only if i see her will i feel relaxed .
otherwise i would be afraid is she had wandered away . '","Lu Xincai, a security guard in Zhejiang, China, takes his 84-year-old mother, who has Alzheimer＊s, to work daily on his motorbike to prevent her from wandering off. After his father＊s death and with no other family available (his wife works elsewhere, his son is in school), he ties her to himself with a sash during their 4 km, hour-long commute. His employer, a bank, provides her a dedicated room. Lu emphasizes his duty to care for her as she once did for him, recalling her sacrifices. The story highlights his devotion, safety measures, and the emotional bond, resonating widely in China.",deepseek/deepseek-r1
"( cnn ) whether quaffing artisanal cocktails at hipster bars or knocking back no-name beers on the couch , more americans are drinking heavily -- and engaging in episodes of binge-drinking , concludes a major study of alcohol use .
heavy drinking among americans rose 17.2 percent between 2005 and 2012 , largely due to rising rates among women , according to the study by the institute for health metrics and evaluation at the university of washington , published thursday in the american journal of public health .
the centers for disease control and prevention defines heavy drinking as exceeding an average of one drink per day during the past month for women and two drinks per day for men .
binge drinking is defined as four or more drinks for women and five or more drinks for men on a single occasion at least once during the past month .
the increases are driven largely by women 's drinking habits as social norms change , researchers found .
in santa clara county , calif. , for example , women 's binge drinking rates rose by nearly 36 percent between 2002 and 2012 , compared with 23 percent among men .
nationwide over the course of the decade , the rate of binge drinking among women increased more than seven times the rate among men .
opinion : why are more women drinking ?
"" it seems like women are trying to catch up to the men in binge drinking , "" said ali mokdad , a lead author of the study .
"" it 's really , really scary . ""
the study is the first to track adult drinking patterns at the county level .
in 2012 , 8 percent of americans were considered heavy drinkers and 18 percent were binge drinkers .
despite the increases in heavy drinking , the percentage of people who drink any alcohol has remained relatively unchanged over time , researchers found .
madison county , idaho , reported the lowest rate of binge drinking in 2012 , at 6 percent , while menominee , wis. , had the highest rate , at 36 percent .
hancock county , tenn. , had the fewest heavy drinkers ( 2 percent of residents ) and esmeralda county , nev. , recorded the most ( 22 percent ) .
related : 1 in 5 high school girls binge drink
about 88,600 u.s. deaths were attributed to alcohol in 2010 , the researchers note , and the cost of excessive drinking has been estimated at more than $ 220 billion per year .
the increase in binge drinking does n't surprise terri fukagawa , clinical director of the new life recovery centers in san jose , calif. , where 15 of her 24 treatment beds are filled with clients primarily addicted to alcohol .
she said she 's seen more people seeking treatment for alcoholism in the past four years .
still , she noted , "" there are a lot of people still out there needing treatment , but they wo n't come in unless they have a consequence like losing a job or [ getting ] a dui .
they think they have control over it . ""
public health experts offer a number of cultural and economic explanations for the increase in excessive drinking .
as a result of changed social norms , it 's now more acceptable for women to drink the way men traditionally have , said tom greenfield , scientific director at the alcohol research group at the oakland , calif.-based public health institute .
young people are more likely to binge drink , and affluent people have the money to drink more .
so the influx of wealthy professionals in cities like san francisco , san jose and oakland -- many in hard-working , hard-partying tech jobs -- may have helped spur significant spikes in drinking rates in the bay area and similar communities , experts said .
taxes on alcohol have not risen along with the consumer price index , so wine , beer and liquor have gotten cheaper over time in real dollars , he said .
alcohol advertising , particularly for hard liquor , has increased in recent years .
a federal trade commission study found that companies spent about $ 3.45 billion to advertise alcoholic beverages in 2011 .
alcohol control policies , such as limits on when and where alcohol can be sold and how long bars can stay open , have weakened in past decades , greenfield said .
that may partly explain rising consumption nationwide , particularly in some states where "" blue laws "" once prohibited alcohol sales on sundays or in supermarkets .
to conduct the study , researchers analyzed data on about 3.7 million americans aged 21 and older from the behavioral risk factor surveillance system , an ongoing telephone survey of health behaviors conducted by the u.s. centers for disease control .
kaiser health news ( khn ) is a nonprofit national health policy news service .","A University of Washington study (2005每2012) revealed a 17.2% rise in U.S. heavy drinking, driven significantly by women, whose binge-drinking rates increased seven times faster than men＊s. Heavy drinking is defined as >1 daily drink for women and >2 for men; binge drinking as ≡4 drinks (women) or ≡5 (men) per occasion. By 2012, 8% of Americans were heavy drinkers, and 18% binge drinkers, with county-level extremes ranging from 6% (Madison, Idaho) to 36% (Menominee, Wisconsin) for binge drinking. Contributing factors include shifting social norms enabling women＊s increased alcohol use, affluent tech professionals＊ lifestyles, cheaper alcohol (due to stagnant taxes), heightened advertising, and weakened control policies. Alcohol caused 88,600 deaths (2010) and $220 billion annually in costs. Treatment demand rose, though many delay seeking help until facing severe consequences. Data derived from CDC surveys of 3.7 million adults.",deepseek/deepseek-r1
"doctors are putting the health of women and their babies at risk by performing caesarean sections too readily , un officials warn
doctors are putting the health of women and their babies at risk by performing caesarean sections too readily , un officials warn .
they say the procedure should only be carried out when ` medically necessary ' because it can lead to infections and even death .
just over a quarter of women giving birth in england now have a caesarean and the rate has more than doubled since the early 1990s .
this includes a growing number of women opting to have planned caesareans because they are very anxious about giving birth naturally .
but last night experts from the world health organisation , the un 's public health agency , said this figure should ideally be between just 10 per cent and 15 per cent , due to the dangers and costs involved .
in a statement , they said : ` although it can save lives , caesarean section is often performed without medical need , putting women and their babies at risk of short - and long-term health problems . '
they added that the procedure can lead to ` significant complications , disability or death ' and diverts precious money away from the needs of other patients .
a planned caesarean costs the nhs an average of ㏒ 2,369 , compared to a natural birth at ㏒ 1,665 .
the who statement sharply contradicts current nhs guidelines , which say the procedure should be offered to women even when there is no medical justification .
the watchdog nice issued revised recommendations in 2011 allowing women to have the operation if they were very anxious about childbirth , a condition known as tokophobia .
just over a quarter of women giving birth in england now have a caesarean and the rate has more than doubled since the early 1990s
women are also advised to have planned caesareans if they have had a previous complicated birth , are over 40 or have a medical condition such as asthma , diabetes or depression .
but the who said that doctors were carrying them out too often , and underestimating the risks .
previous research has found that as many as one in ten caesareans cause infections .","UN officials, particularly the World Health Organization (WHO), warn that rising caesarean section (C-section) rates endanger maternal and infant health due to risks like infections, complications, or death. They recommend C-sections only when ""medically necessary,"" ideally at 10-15% of births, contrasting England＊s current rate of over 25%〞more than double since the 1990s. This increase includes elective procedures driven by childbirth anxiety (tokophobia), permitted under NHS guidelines. WHO highlights higher costs (㏒2,369 vs. ㏒1,665 for natural birth) and resource diversion, contradicting NHS policies allowing non-medically justified C-sections. Risks are underscored by studies showing 10% infection rates, with warnings that doctors underestimate dangers, especially for women over 40, those with prior complications, or conditions like diabetes.",deepseek/deepseek-r1
"a woman has been arrested after she allegedly broke into a home on martha 's vineyard , lived inside for at least a week and sold items belonging to the owners in a yard sale .
michelle filkins , 44 , of west wareham has been charged with breaking and entering , larceny over $ 250 , and malicious destruction of property .
she was discovered at the court street property in edgartown by owner mark conklin on april 17 .
michelle filkins , 44 , of west wareham has been charged with breaking and entering , larceny over $ 250 , and the malicious destruction of property after she was arrested on april 17
filkins was arrested on april 17 after owner mark conklin found her sitting in his summer home
according to the police report , conklin found filkins sitting in his living room of the property estimated to be worth $ 800,000 .
when he confronted her she claimed that she owned the house .
she then fled in a gray nissan pickup truck when conklin called the police at about 8 a.m. .
when police arrived , they discovered a large glass window to the left side of the front door had been broken and covered by a blanket , reports the boston globe .
filkins was arrested several hours later after she attempted to get back into the home thinking that conklin had left .
she is next scheduled to be in court on may 14 .
a construction worker in the neighborhood has told police that he saw filkins outside with items from the home , and that she appeared to be having a yard sale or giving the items away .
according to a post on the department 's facebook page , items missing include four deck chairs from crate & barrel , a weber grill , two side tables from ethan allen , one ann chase lamp , two lamps from crate & barrel , two framed posters , various pots , pans , and linens , and a painting by the owner .
police are asking anyone who received items from the home to return them to the edgartown police department .
` if in fact you did purchase something you are a victim as well and epd will assist you in seeking restitution via the court prosecution of this case , ' the police department said on facebook .
anyone with information can also contact the police department at 508-627-4343 .
police are asking anyone who received items from the home - including a lamp and a painting - to return them","Michelle Filkins, 44, of West Wareham, was arrested on April 17 after allegedly breaking into a Martha＊s Vineyard home in Edgartown, living there for at least a week, and selling the owners＊ belongings. Discovered by homeowner Mark Conklin, she fled in a truck but was arrested hours later attempting to return. Charged with breaking and entering, larceny over $250, and malicious destruction of property, Filkins allegedly stole items including furniture, a grill, lamps, a painting, and household goods, some sold via yard sale. Police urge anyone who acquired items to return them, offering restitution assistance. Her next court date is May 14.",deepseek/deepseek-r1
"a lost iphone was reunited with its owner after police posted a series of bizarre photos on the woman 's facebook page in a bid to track her down .
the phone , which belonged to bella crooke from melbourne , was handed in to albury police station on the nsw-victoria border on sunday morning .
police officers on duty realised the phone was unlocked and used it to post selfies and photos of the phone in various locations around the police station on bella 's facebook page .
officers from albury police station on the nsw-victoria border posted selfies on a woman 's facebook page saying she could come and collect her phone after it was handed in on sunday morning
` you should probably put a password on your phone , ' a status post read alongside a selfie of a police officer .
` when you are ready to pick it up it will be at albury police station . '
bella lost her phone at a friend 's birthday party the night before and dialled her number as soon as she realised .
` a security guard picked up and said he 'd leave it at the police station .
i did n't get there until 1 pm and had no idea what had been going on , ' she told daily mail australia .
by the time bella made it to the police station , the original post had already garnered a humorous response from her friends and officers .
the phone belonged to bella crooke who lost it at a friend 's birthday party on saturday night
police officers on duty realised the phone was unlocked and used it to post selfies and puns on the woman 's facebook page , including this photo of the phone in a holding ` cell '
while waiting for bella to collect her phone , police had used the time to post a picture of the handset in a holding cell and to reassure the owner that it was in safe hands .
"" if your worried about the battery going flat , do n't .
by the time you pick it up it will be fully ` charged ' , ' the post read .
` it is a great ` cell ' phone , "" another post read .
a few hours later police added : ` the phone is still here .
ready to be released early for good behaviour .
just waiting on bella to post bail . '
bella said she did n't even have to give her name when she eventually reclaimed her phone .
the post was quickly shared by the woman 's friends who labelled police ` legends ' for their unusual approach to tracking down the phone 's owner
bella said she did n't even have to give her name when she eventually reclaimed her phone because officers recognised her from her facebook page
` they just recognised me .
a few people popped their heads out and said ` is that the girl with the phone ? '
` they asked me i had seen facebook , which i had n't .
i think they 'd been waiting for me to come in all morning .
` he made me check it in front of me ... to see my reaction .
` i could n't stop laughing .
the police were texting my friends back on my behalf with the same kind of humour . '
bella has since put a password on her phone .
` it 's good humour and i 'm just glad i got my phone back .
thank you to the boys in blue for returning the phone and having a good sense of humour . '
a few hours later police confirmed the phone had not been claimed
police even took to replying to text messages sent by friends asking if she had her phone back","Bella Crooke lost her iPhone at a friend＊s Melbourne birthday party. The phone was handed to Albury police (NSW-Victoria border), where officers, finding it unlocked, posted humorous selfies, puns (e.g., ""cell"" phone in a holding cell, ""fully charged""), and updates on her Facebook page to locate her. Bella retrieved it without needing identification, as officers recognized her from Facebook. The posts went viral, with friends praising the police＊s creativity. The police humorously engaged with her friends＊ messages. Bella later added a password and thanked the officers for their lighthearted approach.",deepseek/deepseek-r1
"these heart-stopping pictures show the moment a baby hippo was thrown into the air as it was mauled to death after getting caught up in a fight between two adults .
the helpless five-day-old hippopotamus was seen being hurled into the air after it strayed into the firing line of an adult male , which was tussling with its rival .
the calf 's mother watched in horror as the hippo was flung into the air before being dragged along the surface of the water in the isimangaliso wetland park , in eastern south africa .
shocking : a five-day old baby hippopotamus is lifted up into the air as it gets caught up in a deadly fight between two adults
deadly : the calf was dragged along the surface of water and died hours after the tussle , with its mother looking on in horror
the calf 's mother watched in horror as the hippo was flung into the air before being dragged along the surface of the water in the isimangaliso wetland park , in eastern south africa
the two male hippos had been fighting for some time and the mother of the calf stayed with her herd , possibly believing it safer to stay out of harm 's way herself .
her decision proved fatal for the baby when one of the brawling adults grabbed the calf between its jaws .
stacey farrell , a 30-year-old tour operator for shoreline hippo and safari , looked on with horror as the calf was caught up in the deadly fray .
she said : ` for hours she chased away the sub-adults and younger hippos from her little baby as i believe she knew they would be too rough .
rivals : the two male hippos had been fighting for some time and the mother of the calf thought it would be safer to remain with her herd
stacey farrell , a 30-year-old tour operator for shoreline hippo and safari , looked on with horror as the calf was caught up in the deadly fray
the baby stood no change against the two adults as they brawled in the muddy waters of the nature reserve
` sadly , as she closed her eye one of the sub-adult hippos grabbed the young calf .
whether intending to kill it or a bit of play or possibly jealousy gone wrong we 'll never know .
` the mother tried to get the baby back but with the young calf in the sub-adult 's mouth there was n't much she could do .
` she attacked the hippo on the neck which forced the sub-adult to bite down harder and then suddenly flicked the baby in the air . '
the hippopotamus died of its injured hours later .","A five-day-old hippo calf was killed during a fight between two adult males in South Africa＊s Isimangaliso Wetland Park. The mother initially guarded the calf but stayed with her herd for safety. A sub-adult hippo involved in the brawl seized the calf, flinging it into the air and dragging it underwater, despite the mother＊s attempts to intervene. The calf succumbed to its injuries hours later. Tour operator Stacey Farrell witnessed the incident, speculating the attack might have stemmed from rough play or jealousy, though the intent remained unclear.",deepseek/deepseek-r1
"a three-bedroom apartment in one of the most expensive areas to live in britain has been put on the market for just ㏒ 575,000 - but the ` bargain ' property comes with a catch .
the knightsbridge flat , london , which is on sale for a fraction of the price of neighbouring homes , has just three years left on the lease .
the cost would work out at ㏒ 191,000 per year , or ㏒ 15,000 per month - which is around the going rate for renting a three-bedroom flat in the area .
the entrance to the flats in one of the most expensive areas to live in britain where a three-bedroom apartment has been put on the market for just ㏒ 575,000
but if any buyer decides to extend the lease , the property could be worth upwards of ㏒ 6 million .
the ` unmodernised ' maisonette in the in exclusive egerton place , is described as ` bright and well proportioned ' property with 1,990 sq/ft of space .
it boasts three bedrooms , two bathrooms , a reception room and utility room along with a lift , parking and a communal garden .
the property is being sold by russell simpson for ㏒ 575,000 - the same price as a three-bedroom house in stanmore , middlesex .
it is one of two maisonettes being sold with three years remaining on the lease .
both homes will need to be modernised , with the second , larger property - also on egerton place - on the market for ㏒ 595,000 .
the next cheapest three-bedroom property in knightsbridge costs ㏒ 1.5 million , and this flat is only offered with a 28-year lease .
but the property comes with a catch , not only is it in dire need of renovation , ( such as in one of its bedrooms , pictured ) the home has just three years left on the lease
the cost for ㏒ 575,000 on a three year lease would work out at ㏒ 191,000 per year , or ㏒ 15,000 per month - which is around the going rate for renting a three-bedroom flat in the area , plus renovation works which are needed , such as in the living room ( pictured )
but if any buyer decides to extend the lease , the ` bright and well proportioned ' property with 1,990 sq/ft of space , could be worth upwards of ㏒ 6 million
jake russell , from russell simpson , said : ` properties like this come up once in a blue moon and i think it is an outstanding opportunity .
` to get properties like this in egerton place is very exciting and the phone has n't stopped ringing , which is quite unusual considering the time of the year with the election around the corner .
` we have had interest from locals , developers and end users .
in modernised condition , we would estimate they would sell for between ㏒ 2,750 and ㏒ 3,000 per sq/ft . '
this gives the smaller property a ㏒ 6 million prices tag , while the larger maisonette with 2,500 sq/ft of space could be worth ㏒ 7.5 million .
the current freeholder is thought to be the welcome trust and any buyer would have to negotiate a lease extension with them and , for a 90-year lease , it is likely to cost between ㏒ 3.35 and ㏒ 4.5 million .
egerton place was built off michael 's grove by john grover and son to the designs of architect mervyn macartney around 1893 .
the properties introduced a higher quality of architecture to the egerton gardens area with each home featuring four main storeys with basements and garrets , finished in costly two-inch bricks of red and orange .
estate agents said it was rare for properties with such short leases to come on the market and the phone ` has n't stopped ringing ' about the egerton place apartment
but alex newall , from hanover private office , had a warning to potential buyers : ` it looks cheap , but there will be a massive premium to pay to extend the lease '
leases of all the homes were granted by the smith 's charity trustees in 1894 , and its first occupant was , sir evan macgregor , permanent secretary to the admiralty .
other residents of high status included the dowager lady lawrence , probably the widow of the first baron lawrence , at no. 5 , and sir henry fielding dickens , q.c. , son of the novelist charles at no. 2 .
one property consultant said it was very rare for a pair of properties to come onto the market with such short leases .
alex newall , from hanover private office , said : ` it looks cheap , but there will be a massive premium to pay to extend the lease .
` a developer will probably buy it or someone might use it as a rental for three years and then give it back to the freeholder .
` it is a very quirky situation .
properties do come up with very short leases like this every so often but it is very rare for somewhere like knightsbridge .
` i know someone who let their lease run down to eight years and they thought ` right , i need to extend it ' , but by then it was too late and the extension was too much .
` let it be a warning to check your lease . '","A three-bedroom apartment in London's exclusive Knightsbridge is listed at ㏒575,000〞far below local prices〞but has only three years left on its lease. Extending the lease (costing ㏒3.35-㏒4.5 million for 90 years) could raise its value to over ㏒6 million, given its 1,990 sq/ft size and prime location. The unmodernized property requires renovation, as does a second, larger ㏒595,000 maisonette nearby. Both are rare short-lease listings, attracting developers and investors. The freeholder, Welcome Trust, must approve lease extensions. Estate agents highlight the unique opportunity but warn of high extension costs, comparing the current price to rental rates (㏒15,000/month). Historically significant, the 1893-built Egerton Place homes previously housed high-status residents. Experts caution that short leases in such areas are uncommon and risky if not addressed promptly.",deepseek/deepseek-r1
"floyd mayweather v manny pacquiao will be the biggest fight of all time financially and the most significant this century .
evaluating the greatest ever fights is a complex variable of several factors including not only the quality and excitement of the action but the political , social and cultural undertones , the scale of expectation and outside influences .
where money man v pacman comes to rank among the most important fights in ring history will depend upon what happens that coming night in the mgm grand garden arena .
in this , the sixth in a series of 12 fights that shaped boxing history , i recall when a hard man could take no more ...
sugar ray leonard v roberto duran
the first two of the three fights between the sugar man and hands of stone raised the curtain on what is considered the golden age of boxing in the classic middling weights of boxing , with ray leonard , roberto duran , thomas hearns and marvin hagler engaging each other in some of the ring 's epic battles .
by way of a preview , leonard had defeated the previous -- and equally great -- felix trinidad to win the world welterweight title .
sugar ray leonard celebrates after roberto duran quit in their fight in louisiana in november 1980
leonard decided to use his exceptional speed and movement to beat the panamanian in the second fight
october 30 , 1974 , kinshasa , zaire
march 8 , 1971 , madison square garden , new york
july 4 , 1910 , reno , nevada
june 22 , 1938 , yankee stadium , new york
october 1 , 1975 , quezon city , philippines
in his first defence , sugar ray had been contentiously outpointed by duran in montreal 's olympic stadium .
so confused was the scoring that the result was first announced as a majority decision .
that was changed to unanimous in duran 's favour after one judge was found to have totalled his score incorrectly and his card was altered from a draw to 148-147 .
there was more uproar when that judge was revealed to have marked just three rounds in favour of duran and only two for leonard -- with 10 even .
that was described as ` a monument to indecision ' .
come the inevitable rematch eight months later , in the louisana superdome in new orleans on november 25 , 1980 , controversy was to be replaced by disbelief .
leonard had gambled in the first fight by taking the macho decision to take on the panamanian hard man in a mano-a-mano slug-out .
second time around he wisely chose to use his exceptional ability , especially his speed and movement .
duran became frustrated as leonard danced around him before unleashing his punches
after being caught flush in the face in the eighth round , duran turned his back and said ` no mas '
` the whole fight i was moving .
then voom , i 'd snap his head back with a jab .
voom , i 'd snap it back again .
he 'd try to get me on the ropes .
i 'd pivot , spin off and pow , come under with a punch . '
so it went for more than seven rounds , with duran becoming increasingly frustrated .
in the eighth leonard cranked up the psychological pressure by waving his right arm in circles and then planting a left flush in duran 's face .
there had been a moment earlier when leonard appeared to pat him playfully on the backside .
just before the bell duran turned his back and walked to his corner , waving his arms to indicate he was finished and famously telling the referee : ` no mas . '
leonard celebrates after his opponent quit , and said it was more of an achievement than knocking duran out
the result stunned the watching world , and it took three years for duran to rebuild his reputation
the watching world was stunned .
here was one of the most heroic warriors in boxing history quitting in the most humiliating manner possible .
sensing the reaction duran claimed he had stomach cramps caused by eating too heavily after the morning weigh-in .
but his manager carlos eleta said : ` he always eats like that before a fight .
he quit because he was embarrassed . '
duran had been a national icon in panama and there was anger on the streets at his action .
television commercials featuring him were taken off .
it took three years for duran to restore his high place in his country 's esteem .
he did so on june 16 , 1983 , his 32nd birthday , by knocking out davey moore in las vegas to win the world light-middleweight title .
rejoicing returned to the streets .
leonard would win their third fight in 1989 by a points landslide , thereby retaining the world super-middleweight title .
but sugar ray took most pride from the trilogy from forcing duran to say no mas .
he said : ` to me , making roberto duran to quit was better than knocking him out . '","The passage highlights the significance of the Floyd Mayweather vs. Manny Pacquiao fight as a major financial and cultural event, while using Sugar Ray Leonard vs. Roberto Duran＊s rivalry〞particularly their 1980 rematch〞to illustrate boxing＊s historical milestones. In their first fight (1980), Duran controversially won a disputed decision. In the rematch, Leonard adopted a strategic, agile approach, frustrating Duran, who infamously quit in the eighth round by stating ※no mas§ (※no more§), tarnishing his reputation and causing outrage in Panama. Duran later redeemed himself by winning a title in 1983. Leonard considered forcing Duran＊s surrender a greater achievement than a knockout. Their trilogy, part of boxing＊s ※golden age,§ underscores how fights are judged by action, cultural impact, and legacy, not just financial success.",deepseek/deepseek-r1
"it was good while it lasted .
starbucks announced late friday night that a computer outage that affected registers at 8,000 stores in the us and canada , prompting baristas to give away free drinks , has now been resolved .
the global coffeehouse chain said in an update on its site that stores are expected to open for ` business as usual ' saturday .
the company said earlier the outage affected 7,000 stores in the us and 1,000 in canada .
it did not explain exactly what caused the outage , which began in the early evening on the east coast and in the late afternoon on the west coast .
no coffee here : a starbucks store closes friday in phoenix because of computer issues .
starbucks says a sales register computer glitch has disrupted sales at company-operated stores in the us and canada
a nationwide shutdown of starbucks ' computer system friday evening prompted baristas to give away free coffee
excited twitter users spread the word about the giveaway , sharing photos of the free-of-charge drinks
happy customer : user joshua decker praised the fine service at a starbucks store in redmond , washington while posing with his free beverages
store no. 1 : there were plenty of satisfied customers at starbucks ' first-ever store in seattle
the company offered free drinks and baked goods to customers before saying stores that had not already closed for the evening friday were closing early .
earlier in the day , a young barrista named jaleel working at a starbucks coffeehouse on 8th street in manhattan told daily mail their system went down at around 7.30 pm .
the computer glitch prevented staff from accepting credit cards or ringing up sales , but starbucks workers at the east village location were still accepting cash .
some people who were standing in line at around 8.30 pm had their wallets in hand .
at one point , jaleel walked up to a middle-age man waiting to get his coffee and let him know that their system was down and they were unable to take credit cards .
in response , the customer flashed several folded banknotes .
starbucks released a statement on its website saying the company is aware of the point-of-sale register outage in the us and canada .
greed is good : this giddy starbucks patron took full advantage of friday 's one-of-a-kind giveaway
get it while it 's free : for some fans of the popular coffeehouse chain , the joy proved short-lived .
according to twitter users , many starbucks locations around the country closed their doors so as not to give away free products during the shutdown
` we are actively working to resolve the outage and our stores will remain open and continue to serve our customers , ' the statement read .
` the outage was caused by a failure during a daily system refresh .
we apologize to our customers for any inconvenience or confusion and will update this statement once systems are back online .
this outage also affects our evolution fresh and teavana stores . '
twitter immediately lit up with messages from giddy starbucks customers spreading the word about the impromptu coffee giveaway and sharing photos of their free-of-charge frappuccinos , venti mochas and soy lattes .
` got myself a breakfast sandwich & iced tea at #starbucks for free just now to be fair , i did pay for a drink earlier this afternoon , ' boasted user karen chu , from los angeles .
another la resident by the moniker @octopuscandy bragged : ` starbucks systems are down so i got my drink for free .
seems like all starbucks are doing this .
be sure to tip the barista ! '
twitter user iamgrant quipped : ` who wants to go to starbucks with me tonight ?
but for some fans of the popular coffeehouse chain , the joy proved short-lived .
fans of the global coffeehouse chain expressed their gratitude for friday 's freebies on social media
seattle tv reporter alison morrow took this photo of a throng of tourists swarming the pike place starbucks location
according to reports from around the country , many starbucks locations in places like florida , tennessee and arizona closed their doors so as not to give away free products during the shutdown .
the potentially costly tech snafu comes just one day after the seattle-based global coffeehouse chain , which had 21,366 locations in 65 countries last year , posted record quarterly earnings with net revenues of $ 4.6 billion .
on friday , starbucks shares gained 4.4 pe rcent to $ 51.50 following the impressive quarterly results .
good news , bad news : the tech snafu comes just one day after the seattle-based global coffeehouse chain , led by ceo howard schultz ( pictured ) , posted record quarterly earnings with net revenues of $ 4.6 billion","A computer outage at Starbucks on Friday evening affected 8,000 stores (7,000 in the U.S., 1,000 in Canada), disabling registers and prompting free drink giveaways. The issue, caused by a ""failure during a daily system refresh,"" forced some stores to close early to avoid further losses. While many customers shared excitement on social media about free beverages, others faced closures. The outage occurred a day after Starbucks reported record quarterly earnings of $4.6 billion, with shares rising 4.4% to $51.50. Systems were restored by Saturday, with operations resuming normally.",deepseek/deepseek-r1
"terrorists are undergoing training in rural areas of west wales , it has emerged .
locations in ceredigion , powys and pembrokeshire are also being used to radicalise muslims , according to an officer from the wales extremism and counter terrorism unit .
those involved in such activities ` take part in seemingly ordinary activities ' in the community but ` have an ulterior motive ' , detective constable gareth jones said .
training : locations in ceredigion , powys and pembrokeshire in west wales , illustrated above , are being used to radicalise muslims , according to an officer from the wales extremism and counter terrorism unit
speaking to ceredigion council , dc jones stressed that issues surrounding terrorism were not confined to large cities .
incidents of islamic extremist activity in wales can be traced back to 1998 , when it is claimed hate preacher abu hamza sent a group of 10 extremists to train in the brecon beacons , in powys .
the area is one of several locations used by the british military for training .
its rugged terrain helps prepare soldiers , including elite forces personnel like the sas , physically and mentally for warfare .
in 2005 , two of the 7/7 bombers , mohammad sidique khan and shehzad tanweer , were photographed white water rafting at the national whitewater centre in bala , north wales .
five years later , three would-be terrorists from cardiff were arrested as part of an al-qaeda inspired gang who plotted a ` mumbai-style ' series of terror attacks on britain .
link : michael adebowale , left , one of the men convicted of murdering fusilier lee rigby , is understood to have studied arabic at the former european institute of human sciences at highmead , near llanybydder
omar latif , 28 , gurukanth desai , 30 , and abdul miah , 25 , were photographed holding a series of secret meetings with mohammed chowdhury and shah rahman in a country park in wales .
and michael adebowale , one of the men convicted of murdering fusilier lee rigby , is understood to have studied arabic at the former european institute of human sciences at highmead , near llanybydder .
the centre is understood to have been set up by iraqi clerics .
speaking to councillors , dc jones said : ` this chap attended the institute for human sciences for quite some time .
it 's fair to say that is a connection to a horrendous terrorist attack in the uk .
would-be terrorists : omar latif , 28 , right , gurukanth desai , 30 , and abdul miah , 25 , left , were photographed holding a series of secret meetings with mohammed chowdhury and shah rahman in a country park in wales
` ceredigion , pembrokeshire and powys have been used for radicalisation training .
` these people do turn up and take part in seemingly ordinary activities , but they do have an ulterior motive .
this does happen in ceredigion . '
dc jones added that community intelligence was important to authorities .
he said : ` it really is vital that if any intelligence comes from the community that we look at it .","A Wales Extremism and Counter Terrorism Unit officer revealed that rural areas in West Wales (Ceredigion, Powys, Pembrokeshire) are being used to radicalize Muslims and train terrorists. Activities include seemingly ordinary community engagements with ulterior motives. Historical ties include Abu Hamza sending extremists to the Brecon Beacons (1998), 7/7 bombers rafting in Bala (2005), and a Cardiff-based al-Qaeda-inspired plot (2010). Michael Adebowale, convicted of Fusilier Lee Rigby＊s murder, studied at a Welsh institute linked to Iraqi clerics. Recent cases involve secret meetings in Welsh parks. Authorities stress the critical role of community intelligence in countering these threats.",deepseek/deepseek-r1
